index,Year,Location,Area,Rainfall,Temperature,Soil type,Irrigation,yeild,Humidity,Crops,price,Season
20,2004,Kodagu,51353,3605.4,15.161470588235291,Alluvial,Drip,124387.0,54.5,Coconut,45608,Kharif
21,2004,Kodagu,142,3512.4,15.161470588235291,Alluvial,Drip,343.0,56.6,Coconut,234581,Kharif
22,2004,Kodagu,10505,3512.4,15.161470588235291,Alluvial,Drip,23099.0,55.5,Coconut,646,Kharif
23,2004,Kodagu,51040,3512.4,15.161470588235291,Alluvial,Drip,117825.84,58.5,Coconut,43562,Kharif
24,2004,Kodagu,154,3296.0,15.161470588235291,Alluvial,Drip,336.0,59.5,Coconut,200000,Kharif
25,2004,Kodagu,10318,3296.0,15.161470588235291,Alluvial,Drip,22594.0,55.0,Coconut,4847,Kharif
26,2004,Kodagu,48083,3296.0,15.161470588235291,Alluvial,Drip,116481.07,53.0,Coconut,51239,Kharif
27,2004,Kasaragodu,143,3550.0,25.94401633986928,Alluvial,Drip,316.0,53.5,Coconut,216396,Kharif
28,2004,Kasaragodu,9283,3550.0,25.94401633986928,Alluvial,Drip,21400.0,52.5,Coconut,2644,Kharif
29,2004,Kasaragodu,47200,3550.0,25.94401633986928,Alluvial,Drip,122102.0,56.0,Coconut,44235,Kharif
30,2004,Kasaragodu,158,3654.0,25.94401633986928,Alluvial,Drip,382.0,57.0,Coconut,203317,Kharif
31,2004,Kasaragodu,8982,3654.0,25.94401633986928,Alluvial,Drip,19578.0,57.5,Coconut,2134,Kharif
32,2004,Kasaragodu,46990,3654.0,25.94401633986928,Alluvial,Drip,121037.0,57.0,Coconut,45186,Kharif
33,2004,Kasaragodu,103,233.0,25.94401633986928,Alluvial,Drip,231.0,55.0,Coconut,238542,Kharif
34,2004,Kasaragodu,8239,233.0,25.94401633986928,Alluvial,Drip,18951.0,56.0,Coconut,1516,Kharif
35,2004,Kasaragodu,44563,233.0,25.94401633986928,Alluvial,Drip,110579.0,54.0,Coconut,57259,Kharif
36,2004,Kasaragodu,96,234.0,25.94401633986928,Alluvial,Drip,221.0,58.0,Coconut,234779,Kharif
37,2004,Kasaragodu,6949,234.0,25.94401633986928,Alluvial,Drip,15362.0,58.0,Coconut,1493,Kharif
38,2004,Kasaragodu,44663,234.0,25.94401633986928,Alluvial,Drip,120373.0,59.0,Coconut,64409,Kharif
39,2004,Kasaragodu,110,3105.0,25.94401633986928,Red,Drip,291.0,50.0,Coconut,249978,Kharif
40,2004,Kasaragodu,6824,3105.0,25.94401633986928,Red,Drip,17231.0,54.0,Coconut,637,Kharif
41,2004,Kasaragodu,43013,3105.0,25.94401633986928,Red,Drip,119359.0,53.0,Coconut,43311,Kharif
42,2004,Raichur,95,236.0,24.14835620915033,Red,Drip,283.0,52.0,Coconut,24848,Kharif
43,2004,Raichur,6441,236.0,24.14835620915033,Red,Drip,17690.0,51.0,Coconut,761,Kharif
44,2004,Raichur,4012,2903.1,24.14835620915033,Red,Basin,7157.0,57.0,Coconut,45608,Kharif
45,2004,Raichur,4877,2903.1,24.14835620915033,Red,Basin,8700.0,57.0,Coconut,234581,Kharif
46,2004,Raichur,4930,2903.1,23.317943708609278,Red,Basin,41266.0,60.0,Coconut,646,Rabi
47,2004,Raichur,4954,2996.6,23.317943708609278,Red,Basin,8838.0,57.0,Coconut,43562,Rabi
48,2004,Raichur,5019,2996.6,23.317943708609278,Red,Basin,8954.0,57.0,Coconut,200000,Rabi
49,2004,Raichur,5127,2996.6,23.317943708609278,Red,Basin,42915.0,54.0,Coconut,4847,Rabi
50,2004,Raichur,5174,3522.8,23.317943708609278,Red,Basin,9230.0,54.5,Coconut,51239,Rabi
51,2004,Raichur,5294,3522.8,23.317943708609278,Red,Basin,44313.0,56.6,Coconut,216396,Rabi
52,2004,Raichur,5474,3522.8,23.317943708609278,Red,Basin,45820.0,55.5,Coconut,2644,Rabi
53,2004,Raichur,5864,3729.8,23.317943708609278,Red,Basin,49084.0,58.5,Coconut,44235,Rabi
54,2004,Raichur,7028,3729.8,23.317943708609278,Red,Basin,86311.0,59.5,Coconut,203317,Rabi
55,2004,Raichur,7403,3729.8,23.317943708609278,Red,Basin,57642.0,55.0,Coconut,2134,Rabi
56,2004,Raichur,7501,2746.2,23.317943708609278,Red,Basin,58405.0,53.0,Coconut,45186,Rabi
57,2004,Raichur,7714,2746.2,23.317943708609278,Red,Basin,60751.0,53.5,Coconut,238542,Rabi
58,2004,Raichur,7856,2746.2,23.317943708609278,Red,Basin,109506.0,52.5,Coconut,1516,Rabi
59,2004,Raichur,32,3360.0,23.317943708609278,Red,Basin,114.0,56.0,Coconut,57259,Rabi
60,2004,Raichur,1,3360.0,23.317943708609278,Red,Basin,3.0,57.0,Coconut,234779,Rabi
61,2004,Raichur,30,3360.0,23.317943708609278,Red,Basin,95.0,57.5,Coconut,1493,Rabi
62,2004,Gulbarga,6,3605.4,21.980059602649007,Red,Basin,19.0,57.0,Coconut,64409,Rabi
63,2004,Gulbarga,15,3605.4,21.980059602649007,Red,Basin,54.0,55.0,Coconut,249978,Rabi
64,2004,Gulbarga,4,3605.4,21.980059602649007,Red,Basin,13.0,56.0,Coconut,200000,Rabi
65,2004,Gulbarga,39,3512.4,21.980059602649007,Red,Basin,123.0,54.0,Coconut,4847,Rabi
66,2004,Gulbarga,6,3512.4,21.980059602649007,Red,Basin,19.0,58.0,Coconut,51239,Rabi
67,2004,Gulbarga,12,3512.4,21.980059602649007,Red,Basin,32.0,58.0,Coconut,216396,Rabi
68,2004,Gulbarga,3,3296.0,21.980059602649007,Red,Basin,8.0,59.0,Coconut,2644,Rabi
69,2004,Gulbarga,17,3296.0,21.980059602649007,Black,Basin,50.0,50.0,Coconut,44235,Rabi
70,2004,Gulbarga,3,3296.0,21.980059602649007,Black,Basin,10.0,54.0,Coconut,203317,Rabi
71,2004,Gulbarga,9,3550.0,21.980059602649007,Black,Basin,29.0,53.0,Coconut,2134,Rabi
72,2004,Gulbarga,21,3550.0,21.980059602649007,Black,Basin,44.0,52.0,Coconut,45186,Rabi
73,2004,Gulbarga,11,3550.0,21.980059602649007,Black,Basin,33.0,51.0,Coconut,238542,Rabi
74,2004,Gulbarga,4,3654.0,21.980059602649007,Black,Basin,14.0,57.0,Coconut,1516,Rabi
75,2004,Gulbarga,15,3654.0,21.980059602649007,Black,Basin,56.0,57.0,Coconut,57259,Rabi
76,2004,Gulbarga,8,3654.0,21.980059602649007,Black,Basin,26.0,60.0,Coconut,234779,Rabi
77,2004,Gulbarga,29,233.0,26.776582417582418,Black,Basin,98.0,57.0,Coconut,1493,Zaid
78,2004,Gulbarga,1,233.0,26.776582417582418,Black,Basin,3.0,57.0,Coconut,64409,Zaid
79,2004,Gulbarga,13736,233.0,26.776582417582418,Black,Basin,58637.0,54.0,Coconut,249978,Zaid
80,2004,Gulbarga,14003,234.0,26.776582417582418,Black,Basin,59777.0,54.5,Coconut,637,Zaid
81,2004,Gulbarga,14179,234.0,26.776582417582418,Black,Basin,60528.0,56.6,Coconut,43311,Zaid
82,2004,Gulbarga,14319,234.0,26.776582417582418,Black,Basin,61126.0,55.5,Coconut,24848,Zaid
84,2004,Gulbarga,14876,3105.0,26.776582417582418,Black,Basin,63504.0,59.5,Coconut,45608,Zaid
85,2004,Gulbarga,14976,3105.0,26.776582417582418,Black,Basin,63931.0,55.0,Coconut,234581,Zaid
86,2004,Gulbarga,15009,236.0,26.776582417582418,Black,Basin,73730.0,53.0,Coconut,646,Zaid
87,2004,Gulbarga,15114,2903.1,26.776582417582418,Black,Spray,118416.0,53.5,Coconut,43562,Zaid
88,2004,Gulbarga,16224,2903.1,26.776582417582418,Black,Spray,130132.0,52.5,Coconut,200000,Zaid
89,2004,Gulbarga,17095,2903.1,26.776582417582418,Black,Spray,154889.0,56.0,Coconut,4847,Zaid
90,2004,Gulbarga,17512,2996.6,26.776582417582418,Black,Spray,171739.0,57.0,Coconut,51239,Zaid
91,2004,Gulbarga,17587,2996.6,26.776582417582418,Black,Spray,172475.0,57.5,Coconut,216396,Zaid
92,2004,Gulbarga,17771,2996.6,26.776582417582418,Black,Spray,177939.0,57.0,Coconut,2644,Zaid
94,2004,Gulbarga,3147,3522.8,26.776582417582418,Black,Spray,2783.0,56.0,Coconut,203317,Zaid
95,2004,Gulbarga,2578,3522.8,26.776582417582418,Black,Spray,1533.0,54.0,Coconut,2134,Zaid
96,2004,Gulbarga,1591,3729.8,26.776582417582418,Black,Spray,1647.0,58.0,Coconut,45186,Zaid
97,2004,Gulbarga,1298,3729.8,26.776582417582418,Black,Spray,975.0,58.0,Coconut,238542,Zaid
98,2004,Gulbarga,4,3729.8,26.776582417582418,Black,Spray,2.0,59.0,Coconut,1516,Zaid
99,2004,Gulbarga,1122,2746.2,26.776582417582418,Black,Spray,836.0,50.0,Coconut,57259,Zaid
100,2004,Gulbarga,917,2746.2,26.776582417582418,Loam,Spray,806.0,54.0,Coconut,234779,Zaid
101,2004,Gulbarga,819,2746.2,26.776582417582418,Loam,Spray,880.0,53.0,Coconut,1493,Zaid
102,2004,Gulbarga,619,3360.0,26.776582417582418,Loam,Spray,770.0,52.0,Coconut,64409,Zaid
103,2004,Gulbarga,391,3360.0,26.776582417582418,Loam,Spray,395.0,51.0,Coconut,249978,Zaid
104,2004,Gulbarga,211,3360.0,26.776582417582418,Loam,Spray,187.0,57.0,Coconut,637,Zaid
105,2004,Gulbarga,153,3605.4,26.776582417582418,Loam,Spray,187.0,57.0,Coconut,43311,Zaid
106,2004,Gulbarga,111,3605.4,26.776582417582418,Loam,Spray,121.0,60.0,Coconut,24848,Zaid
107,2004,Gulbarga,76,3605.4,26.776582417582418,Loam,Spray,103.0,57.0,Coconut,761,Zaid
108,2004,Gulbarga,53,3512.4,26.776582417582418,Loam,Spray,71.0,57.0,Coconut,45608,Zaid
109,2004,Gulbarga,2688,3512.4,26.776582417582418,Loam,Spray,3961.0,54.0,Coconut,234581,Zaid
110,2004,Gulbarga,2311,3512.4,26.776582417582418,Loam,Spray,4247.0,54.5,Coconut,646,Zaid
111,2004,Gulbarga,2188,3296.0,26.776582417582418,Loam,Spray,3290.0,56.6,Coconut,43562,Zaid
112,2004,Gulbarga,1998,3296.0,26.776582417582418,Loam,Spray,3138.0,55.5,Coconut,200000,Zaid
113,2004,Gulbarga,2006,3296.0,26.776582417582418,Loam,Spray,3423.0,58.5,Coconut,4847,Zaid
114,2004,Gulbarga,2034,3550.0,26.776582417582418,Loam,Spray,3899.0,59.5,Coconut,51239,Zaid
115,2004,Gulbarga,2035,3550.0,26.776582417582418,Loam,Spray,4015.0,55.0,Coconut,216396,Zaid
116,2004,Gulbarga,2074,3550.0,26.776582417582418,Loam,Spray,4279.0,53.0,Coconut,2644,Zaid
117,2004,Gulbarga,2127,3654.0,26.776582417582418,Loam,Spray,4167.0,53.5,Coconut,44235,Zaid
118,2004,Gulbarga,2090,3654.0,26.776582417582418,Loam,Spray,4479.0,52.5,Coconut,203317,Zaid
119,2004,Gulbarga,2059,3654.0,26.776582417582418,Loam,Spray,3699.0,56.0,Coconut,2134,Zaid
120,2004,Gulbarga,2050,233.0,26.776582417582418,Loam,Spray,4904.0,57.0,Coconut,45186,Zaid
121,2004,Gulbarga,1865,233.0,26.776582417582418,Loam,Spray,2821.0,57.5,Coconut,238542,Zaid
122,2004,Gulbarga,1841,233.0,26.776582417582418,Loam,Spray,3472.0,57.0,Coconut,1516,Zaid
123,2004,Gulbarga,1799,234.0,26.776582417582418,Loam,Spray,3647.0,55.0,Coconut,200000,Zaid
124,2004,Gulbarga,1468,234.0,26.776582417582418,Loam,Spray,393.0,56.0,Coconut,4847,Zaid
125,2004,Gulbarga,568,234.0,26.776582417582418,Red,Spray,167.0,54.0,Coconut,51239,Zaid
126,2004,Gulbarga,407,3105.0,26.776582417582418,Red,Spray,71.0,58.0,Coconut,216396,Zaid
127,2004,Gulbarga,177,3105.0,26.776582417582418,Red,Spray,52.0,58.0,Coconut,2644,Zaid
128,2004,Gulbarga,51,3105.0,26.776582417582418,Red,Spray,12.0,59.0,Coconut,44235,Zaid
129,2004,Gulbarga,173,236.0,26.776582417582418,Red,Spray,51.0,50.0,Coconut,203317,Zaid
130,2004,Gulbarga,201,236.0,26.776582417582418,Red,Spray,61.0,54.0,Coconut,2134,Zaid
131,2013,Gulbarga,206,321.0,28.25240659340659,Red,Drip,67.0,53.0,Cocoa,45186,Zaid
132,2014,Gulbarga,243,3654.0,28.88636263736264,Red,Drip,62.0,52.0,Cocoa,238542,Zaid
133,2015,Gulbarga,123,323.0,27.939659340659336,Red,Drip,32.0,51.0,Cocoa,1516,Zaid
134,2016,Gulbarga,82,324.0,29.286912087912093,Red,Drip,22.0,57.0,Cocoa,57259,Zaid
135,2017,Gulbarga,74,3105.0,29.002406593406594,Red,Drip,25.0,57.0,Cocoa,234779,Zaid
136,2018,Gulbarga,18,326.0,28.48779120879121,Red,Drip,4.0,60.0,Cocoa,1493,Zaid
137,2004,Gulbarga,37,327.0,26.776582417582418,Red,Drip,9.0,57.0,Coffee,64409,Zaid
138,2005,Gulbarga,35,328.0,28.230648351648348,Red,Drip,12.0,57.0,Coffee,249978,Zaid
139,2006,Gulbarga,5974,2903.1,27.826472527472532,Red,Drip,2089.0,54.0,Coffee,637,Zaid
140,2007,Gulbarga,6631,2903.1,28.749109890109885,Red,Drip,2810.0,54.5,Coffee,43311,Zaid
141,2008,Gulbarga,6705,2903.1,27.777241758241757,Red,Drip,841.0,56.6,Coffee,24848,Zaid
142,2009,Gulbarga,5876,2996.6,28.490428571428566,Red,Drip,3550.0,55.5,Coffee,761,Zaid
143,2010,Gulbarga,326,2996.6,29.560868131868133,Red,Drip,109.0,58.5,Coffee,45608,Zaid
144,2011,Gulbarga,6470,2996.6,28.16031868131868,Red,Drip,3368.0,59.5,Coffee,234581,Zaid
145,2012,Gulbarga,6709,3522.8,29.144494505494514,Red,Drip,3671.0,55.0,Coffee,646,Zaid
146,2013,Gulbarga,6186,3522.8,28.25240659340659,Red,Drip,2404.0,53.0,Coffee,43562,Zaid
147,2014,Gulbarga,6503,3522.8,28.88636263736264,Red,Drip,2805.0,53.5,Coffee,200000,Zaid
148,2015,Gulbarga,5220,3729.8,27.939659340659336,Red,Drip,2331.0,52.5,Coffee,4847,Zaid
149,2016,Gulbarga,4677,3729.8,29.286912087912093,Red,Drip,2088.0,56.0,Coffee,51239,Zaid
150,2017,Gulbarga,4803,3729.8,29.002406593406594,Black,Drip,2628.0,57.0,Coffee,216396,Zaid
151,2018,Gulbarga,3739,2746.2,28.48779120879121,Black,Drip,1939.0,57.5,Coffee,2644,Zaid
152,2004,Gulbarga,3529,2746.2,26.776582417582418,Black,Drip,1871.0,57.0,Cardamum,44235,Zaid
153,2005,Gulbarga,3649,2746.2,28.230648351648348,Black,Drip,1868.0,55.0,Cardamum,203317,Zaid
154,2006,Gulbarga,1374,3360.0,27.826472527472532,Black,Drip,127919.0,56.0,Cardamum,2134,Zaid
155,2007,Gulbarga,933,3360.0,28.749109890109885,Black,Drip,75340.0,54.0,Cardamum,45186,Zaid
156,2008,Gulbarga,345,3360.0,27.777241758241757,Black,Drip,29170.0,58.0,Cardamum,238542,Zaid
157,2009,Gulbarga,29,3605.4,28.490428571428566,Black,Drip,1901.0,58.0,Cardamum,1516,Zaid
158,2010,Gulbarga,11,3605.4,22.736908496732024,Black,Drip,972.0,59.0,Cardamum,57259,Kharif
159,2011,Gulbarga,10,3605.4,23.22337908496732,Black,Drip,874.0,50.0,Cardamum,234779,Kharif
160,2012,Gulbarga,7,3512.4,23.21586274509804,Black,Drip,592.0,54.0,Cardamum,1493,Kharif
161,2013,Gulbarga,10,3512.4,22.33730065359477,Black,Drip,864.0,53.0,Cardamum,64409,Kharif
162,2014,Gulbarga,56,3512.4,23.881875816993464,Black,Drip,5373.0,52.0,Cardamum,249978,Kharif
163,2015,Gulbarga,68,3296.0,24.48775816993464,Black,Drip,6589.0,51.0,Cardamum,637,Kharif
164,2016,Gulbarga,56,3296.0,22.39364052287582,Black,Drip,5107.0,57.0,Cardamum,43311,Kharif
165,2017,Gulbarga,66,3296.0,23.233117647058823,Black,Drip,5518.0,57.0,Cardamum,24848,Kharif
166,2018,Gulbarga,55,3550.0,23.704686274509804,Black,Drip,4912.0,60.0,Cardamum,761,Kharif
167,2004,Madikeri,42,3550.0,15.03147058823529,Black,Drip,3830.0,57.0,Pepper,45608,Kharif
168,2005,Madikeri,51179,3550.0,15.384869281045749,Black,Drip,4.0,57.0,Pepper,234581,Kharif
169,2006,Madikeri,468,3654.0,15.224346405228761,Black,Drip,9.0,54.0,Pepper,646,Kharif
170,2007,Madikeri,11841,3654.0,15.183692810457515,Black,Drip,12.0,54.5,Pepper,43562,Kharif
171,2008,Madikeri,50975,3654.0,15.209836601307188,Black,Drip,2089.0,56.6,Pepper,200000,Kharif
172,2009,Madikeri,206,233.0,15.178333333333335,Black,Drip,2810.0,55.5,Pepper,4847,Kharif
173,2010,Madikeri,10922,233.0,15.298660130718954,Black,Drip,841.0,58.5,Pepper,51239,Kharif
174,2011,Madikeri,51390,233.0,15.053954248366011,Black,Drip,3550.0,59.5,Pepper,216396,Kharif
175,2012,Madikeri,177,234.0,15.195718954248367,Alluvial,Basin,109.0,55.0,Pepper,2644,Kharif
176,2013,Madikeri,10723,234.0,14.938398692810456,Alluvial,Basin,3368.0,53.0,Pepper,44235,Kharif
177,2014,Madikeri,51709,234.0,15.459248366013071,Alluvial,Basin,3671.0,53.5,Pepper,203317,Kharif
178,2015,Madikeri,146,3105.0,15.690294117647056,Alluvial,Basin,2404.0,52.5,Pepper,2134,Kharif
179,2016,Madikeri,10910,3105.0,15.168790849673204,Alluvial,Basin,2805.0,56.0,Pepper,45186,Kharif
180,2017,Madikeri,51355,3105.0,15.602385620915033,Alluvial,Basin,2331.0,57.0,Pepper,238542,Kharif
181,2018,Madikeri,160,236.0,15.283169934640522,Alluvial,Basin,2088.0,57.5,Pepper,1516,Kharif
182,2004,Madikeri,10912,236.0,15.03147058823529,Alluvial,Basin,2628.0,57.0,Arecanut,200000,Kharif
183,2005,Madikeri,51353,2903.1,15.384869281045749,Alluvial,Basin,1939.0,55.0,Arecanut,4847,Kharif
184,2006,Madikeri,142,2903.1,15.224346405228761,Alluvial,Basin,1871.0,56.0,Arecanut,51239,Kharif
185,2007,Madikeri,10505,2903.1,15.183692810457515,Alluvial,Basin,1868.0,54.0,Arecanut,216396,Kharif
186,2008,Madikeri,51040,2996.6,15.209836601307188,Alluvial,Basin,127919.0,58.0,Arecanut,2644,Kharif
187,2009,Madikeri,154,2996.6,15.178333333333335,Alluvial,Basin,75340.0,58.0,Arecanut,44235,Kharif
188,2010,Madikeri,10318,2996.6,15.298660130718954,Alluvial,Basin,29170.0,59.0,Arecanut,203317,Kharif
189,2011,Madikeri,48083,3522.8,15.053954248366011,Alluvial,Basin,1901.0,50.0,Arecanut,2134,Kharif
190,2012,Madikeri,143,3522.8,15.195718954248367,Alluvial,Basin,972.0,54.0,Arecanut,45186,Kharif
191,2013,Madikeri,9283,3522.8,14.938398692810456,Alluvial,Basin,874.0,53.0,Arecanut,238542,Kharif
192,2014,Madikeri,47200,2903.1,15.459248366013071,Alluvial,Basin,592.0,52.0,Arecanut,1516,Kharif
193,2015,Madikeri,158,2903.1,15.690294117647056,Alluvial,Basin,864.0,51.0,Arecanut,57259,Kharif
194,2016,Madikeri,8982,2903.1,15.168790849673204,Alluvial,Basin,5373.0,57.0,Arecanut,234779,Kharif
195,2017,Hassan,46990,2996.6,16.583104575163397,Alluvial,Basin,6589.0,57.0,Arecanut,1493,Kharif
196,2018,Hassan,103,2996.6,16.49016339869281,Alluvial,Basin,5107.0,60.0,Arecanut,64409,Kharif
197,2004,Hassan,8239,2996.6,15.641732026143789,Alluvial,Basin,5518.0,57.0,Ginger,249978,Kharif
198,2005,Hassan,44563,3522.8,16.005261437908494,Alluvial,Basin,4912.0,57.0,Ginger,637,Kharif
199,2006,Hassan,96,3522.8,15.91754901960784,Alluvial,Basin,3830.0,54.0,Ginger,43311,Kharif
200,2007,Hassan,6949,3522.8,15.759901960784312,Sandy loam ,Basin,4.0,54.5,Ginger,24848,Kharif
201,2008,Hassan,44663,3729.8,15.841013071895425,Sandy loam ,Basin,9.0,56.6,Ginger,761,Kharif
202,2009,Hassan,110,3729.8,15.68343137254902,Sandy loam ,Basin,12.0,55.5,Ginger,45608,Kharif
203,2010,Hassan,6824,3729.8,15.869509803921567,Sandy loam ,Basin,2089.0,58.5,Ginger,234581,Kharif
204,2011,Hassan,43013,2746.2,15.653823529411767,Sandy loam ,Basin,2810.0,59.5,Ginger,646,Kharif
205,2012,Hassan,95,2746.2,15.83781045751634,Sandy loam ,Basin,841.0,55.0,Ginger,43562,Kharif
206,2013,Hassan,6441,2746.2,15.4009477124183,Sandy loam ,Basin,3550.0,53.0,Ginger,200000,Kharif
207,2014,Hassan,4012,3360.0,15.94722222222222,Sandy loam ,Basin,109.0,53.5,Ginger,4847,Kharif
208,2015,Hassan,4877,3360.0,16.741797385620913,Sandy loam ,Basin,3368.0,52.5,Ginger,51239,Kharif
209,2016,Hassan,4930,3360.0,16.637091503267975,Sandy loam ,Basin,3671.0,56.0,Ginger,216396,Kharif
210,2017,Hassan,4954,3605.4,16.583104575163397,Sandy loam ,Basin,2404.0,57.0,Ginger,2644,Kharif
211,2018,Hassan,5019,3605.4,16.49016339869281,Sandy loam ,Basin,2805.0,57.5,Ginger,44235,Kharif
212,2004,Hassan,5127,3605.4,15.641732026143789,Sandy loam ,Basin,2331.0,57.0,Tea,203317,Kharif
213,2005,Hassan,5174,3512.4,16.005261437908494,Sandy loam ,Basin,2088.0,55.0,Tea,2134,Kharif
214,2006,Hassan,5294,3512.4,15.91754901960784,Sandy loam ,Basin,2628.0,56.0,Tea,45186,Kharif
215,2007,Hassan,5474,3512.4,15.759901960784312,Sandy loam ,Basin,1939.0,54.0,Tea,238542,Kharif
216,2008,Hassan,5864,3296.0,15.841013071895425,Sandy loam ,Basin,1871.0,58.0,Tea,1516,Kharif
217,2009,Hassan,7028,3296.0,15.68343137254902,Sandy loam ,Basin,1868.0,58.0,Tea,57259,Kharif
218,2010,Hassan,7403,3296.0,15.869509803921567,Sandy loam ,Spray,127919.0,59.0,Tea,234779,Kharif
219,2011,Hassan,7501,3550.0,15.653823529411767,Sandy loam ,Spray,75340.0,50.0,Tea,1493,Kharif
220,2012,Hassan,7714,3550.0,15.83781045751634,Sandy loam ,Spray,29170.0,54.0,Tea,64409,Kharif
221,2013,Hassan,7856,3550.0,15.4009477124183,Sandy loam ,Spray,1901.0,53.0,Tea,249978,Kharif
222,2014,Hassan,32,3654.0,15.94722222222222,Sandy loam ,Spray,972.0,52.0,Tea,637,Kharif
223,2015,Hassan,1,3654.0,16.741797385620913,Sandy loam ,Spray,874.0,51.0,Tea,43311,Kharif
224,2016,Hassan,30,3654.0,16.637091503267975,Sandy loam ,Spray,592.0,57.0,Tea,24848,Kharif
225,2017,Hassan,6,233.0,16.583104575163397,Red laterite,Spray,864.0,57.0,Tea,761,Kharif
226,2018,Hassan,15,233.0,16.49016339869281,Red laterite,Spray,5373.0,60.0,Tea,45608,Kharif
227,2004,Hassan,4,233.0,15.641732026143789,Red laterite,Spray,6589.0,57.0,Paddy,234581,Kharif
228,2005,Hassan,39,234.0,16.005261437908494,Red laterite,Spray,5107.0,57.0,Paddy,646,Kharif
229,2006,Hassan,6,234.0,15.91754901960784,Red laterite,Spray,5518.0,54.0,Paddy,43562,Kharif
230,2007,Hassan,12,234.0,15.759901960784312,Red laterite,Spray,4912.0,54.5,Paddy,200000,Kharif
231,2008,Hassan,3,3105.0,15.841013071895425,Red laterite,Spray,3830.0,56.6,Paddy,4847,Kharif
233,2010,Hassan,3,3105.0,15.869509803921567,Red laterite,Spray,2783.0,58.5,Paddy,216396,Kharif
234,2011,Hassan,9,236.0,15.653823529411767,Red laterite,Spray,1533.0,59.5,Paddy,2644,Kharif
235,2012,Hassan,21,236.0,15.83781045751634,Red laterite,Spray,1647.0,55.0,Paddy,44235,Kharif
236,2013,Hassan,11,2903.1,15.4009477124183,Red laterite,Spray,975.0,53.0,Paddy,203317,Kharif
237,2014,Hassan,4,2903.1,15.94722222222222,Red laterite,Spray,2.0,53.5,Paddy,2134,Kharif
238,2015,Hassan,15,2903.1,16.741797385620913,Red laterite,Spray,836.0,52.5,Paddy,45186,Kharif
239,2016,Hassan,8,2996.6,16.637091503267975,Red laterite,Spray,806.0,56.0,Paddy,238542,Kharif
240,2017,Hassan,29,2996.6,16.583104575163397,Red laterite,Spray,880.0,57.0,Paddy,1516,Kharif
241,2018,Hassan,1,2996.6,16.49016339869281,Red laterite,Spray,770.0,57.5,Paddy,200000,Kharif
242,2004,Hassan,13736,3522.8,15.641732026143789,Red laterite,Spray,395.0,57.0,Groundnut,4847,Kharif
243,2005,Hassan,14003,3522.8,16.005261437908494,Red laterite,Spray,187.0,55.0,Groundnut,51239,Kharif
244,2006,Hassan,14179,3522.8,15.91754901960784,Red laterite,Spray,187.0,56.0,Groundnut,216396,Kharif
245,2007,Hassan,14319,2903.1,15.759901960784312,Red laterite,Spray,121.0,54.0,Groundnut,2644,Kharif
246,2008,Hassan,14464,2903.1,15.841013071895425,Red laterite,Spray,103.0,58.0,Groundnut,44235,Kharif
