Year,Location,Area,Rainfall,Temperature,Soil type,Irrigation,yeild,Humidity,Crops,price,Season
2004,Kasaragodu,44563.0,233.0,26.06751633986928,Alluvial,Drip,110579.0,54.0,Coconut,57259.0,Kharif
2004,Kasaragodu,96.0,234.0,26.06751633986928,Alluvial,Drip,221.0,58.0,Coconut,234779.0,Kharif
2004,Kasaragodu,6949.0,234.0,26.06751633986928,Alluvial,Drip,15362.0,58.0,Coconut,1493.0,Kharif
2004,Kasaragodu,44663.0,234.0,26.06751633986928,Alluvial,Drip,120373.0,59.0,Coconut,64409.0,Kharif
2004,Kasaragodu,110.0,3105.0,26.06751633986928,Red,Drip,291.0,50.0,Coconut,249978.0,Kharif
2004,Kasaragodu,6824.0,3105.0,26.06751633986928,Red,Drip,17231.0,54.0,Coconut,637.0,Kharif
2004,Kasaragodu,43013.0,3105.0,26.06751633986928,Red,Drip,119359.0,53.0,Coconut,43311.0,Kharif
2004,Raichur,95.0,236.0,26.793856209150327,Red,Drip,283.0,52.0,Coconut,24848.0,Kharif
2004,Raichur,6441.0,236.0,26.793856209150327,Red,Drip,17690.0,51.0,Coconut,761.0,Kharif
2004,Raichur,4012.0,2903.1,26.793856209150327,Red,Basin,7157.0,57.0,Coconut,45608.0,Kharif
2004,Raichur,4877.0,2903.1,26.793856209150327,Red,Basin,8700.0,57.0,Coconut,234581.0,Kharif
2004,Raichur,4930.0,2903.1,25.963443708609276,Red,Basin,41266.0,60.0,Coconut,646.0,Rabi
2004,Raichur,4954.0,2996.6,25.963443708609276,Red,Basin,8838.0,57.0,Coconut,43562.0,Rabi
2004,Raichur,5019.0,2996.6,25.963443708609276,Red,Basin,8954.0,57.0,Coconut,200000.0,Rabi
2004,Raichur,5127.0,2996.6,25.963443708609276,Red,Basin,42915.0,54.0,Coconut,4847.0,Rabi
2004,Raichur,5174.0,3522.8,25.963443708609276,Red,Basin,9230.0,54.5,Coconut,51239.0,Rabi
2004,Raichur,5294.0,3522.8,25.963443708609276,Red,Basin,44313.0,56.6,Coconut,216396.0,Rabi
2004,Raichur,5474.0,3522.8,25.963443708609276,Red,Basin,45820.0,55.5,Coconut,2644.0,Rabi
2004,Raichur,5864.0,3729.8,25.963443708609276,Red,Basin,49084.0,58.5,Coconut,44235.0,Rabi
2004,Raichur,7028.0,3729.8,25.963443708609276,Red,Basin,86311.0,59.5,Coconut,203317.0,Rabi
2004,Raichur,7403.0,3729.8,25.963443708609276,Red,Basin,57642.0,55.0,Coconut,2134.0,Rabi
2004,Raichur,7501.0,2746.2,25.963443708609276,Red,Basin,58405.0,53.0,Coconut,45186.0,Rabi
2004,Raichur,7714.0,2746.2,25.963443708609276,Red,Basin,60751.0,53.5,Coconut,238542.0,Rabi
2004,Raichur,7856.0,2746.2,25.963443708609276,Red,Basin,109506.0,52.5,Coconut,1516.0,Rabi
2004,Raichur,32.0,3360.0,25.963443708609276,Red,Basin,114.0,56.0,Coconut,57259.0,Rabi
2004,Raichur,1.0,3360.0,25.963443708609276,Red,Basin,3.0,57.0,Coconut,234779.0,Rabi
2004,Raichur,30.0,3360.0,25.963443708609276,Red,Basin,95.0,57.5,Coconut,1493.0,Rabi
2004,Gulbarga,6.0,3605.4,24.931059602649007,Red,Basin,19.0,57.0,Coconut,64409.0,Rabi
2004,Gulbarga,15.0,3605.4,24.931059602649007,Red,Basin,54.0,55.0,Coconut,249978.0,Rabi
2004,Gulbarga,4.0,3605.4,24.931059602649007,Red,Basin,13.0,56.0,Coconut,200000.0,Rabi
2004,Gulbarga,39.0,3512.4,24.931059602649007,Red,Basin,123.0,54.0,Coconut,4847.0,Rabi
2004,Gulbarga,6.0,3512.4,24.931059602649007,Red,Basin,19.0,58.0,Coconut,51239.0,Rabi
2004,Gulbarga,12.0,3512.4,24.931059602649007,Red,Basin,32.0,58.0,Coconut,216396.0,Rabi
2004,Gulbarga,3.0,3296.0,24.931059602649007,Red,Basin,8.0,59.0,Coconut,2644.0,Rabi
2004,Gulbarga,17.0,3296.0,24.931059602649007,Black,Basin,50.0,50.0,Coconut,44235.0,Rabi
2004,Gulbarga,3.0,3296.0,24.931059602649007,Black,Basin,10.0,54.0,Coconut,203317.0,Rabi
2004,Gulbarga,9.0,3550.0,24.931059602649007,Black,Basin,29.0,53.0,Coconut,2134.0,Rabi
2004,Gulbarga,21.0,3550.0,24.931059602649007,Black,Basin,44.0,52.0,Coconut,45186.0,Rabi
2004,Gulbarga,11.0,3550.0,24.931059602649007,Black,Basin,33.0,51.0,Coconut,238542.0,Rabi
2004,Gulbarga,4.0,3654.0,24.931059602649007,Black,Basin,14.0,57.0,Coconut,1516.0,Rabi
2004,Gulbarga,15.0,3654.0,24.931059602649007,Black,Basin,56.0,57.0,Coconut,57259.0,Rabi
2004,Gulbarga,8.0,3654.0,24.931059602649007,Black,Basin,26.0,60.0,Coconut,234779.0,Rabi
2004,Gulbarga,29.0,233.0,29.72758241758242,Black,Basin,98.0,57.0,Coconut,1493.0,Zaid
2004,Gulbarga,1.0,233.0,29.72758241758242,Black,Basin,3.0,57.0,Coconut,64409.0,Zaid
2004,Gulbarga,13736.0,233.0,29.72758241758242,Black,Basin,58637.0,54.0,Coconut,249978.0,Zaid
2004,Gulbarga,14003.0,234.0,29.72758241758242,Black,Basin,59777.0,54.5,Coconut,637.0,Zaid
2004,Gulbarga,14179.0,234.0,29.72758241758242,Black,Basin,60528.0,56.6,Coconut,43311.0,Zaid
2004,Gulbarga,14319.0,234.0,29.72758241758242,Black,Basin,61126.0,55.5,Coconut,24848.0,Zaid
2004,Gulbarga,14464.0,3105.0,29.72758241758242,Black,Basin,623687.0,58.5,Coconut,761.0,Zaid
2004,Gulbarga,14876.0,3105.0,29.72758241758242,Black,Basin,63504.0,59.5,Coconut,45608.0,Zaid
2004,Gulbarga,14976.0,3105.0,29.72758241758242,Black,Basin,63931.0,55.0,Coconut,234581.0,Zaid
2004,Gulbarga,15009.0,236.0,29.72758241758242,Black,Basin,73730.0,53.0,Coconut,646.0,Zaid
2004,Gulbarga,15114.0,2903.1,29.72758241758242,Black,Spray,118416.0,53.5,Coconut,43562.0,Zaid
2004,Gulbarga,16224.0,2903.1,29.72758241758242,Black,Spray,130132.0,52.5,Coconut,200000.0,Zaid
2004,Gulbarga,17095.0,2903.1,29.72758241758242,Black,Spray,154889.0,56.0,Coconut,4847.0,Zaid
2004,Gulbarga,17512.0,2996.6,29.72758241758242,Black,Spray,171739.0,57.0,Coconut,51239.0,Zaid
2004,Gulbarga,17587.0,2996.6,29.72758241758242,Black,Spray,172475.0,57.5,Coconut,216396.0,Zaid
2004,Gulbarga,17771.0,2996.6,29.72758241758242,Black,Spray,177939.0,57.0,Coconut,2644.0,Zaid
2004,Gulbarga,17825.0,3522.8,29.72758241758242,Black,Spray,313547.0,55.0,Coconut,44235.0,Zaid
2004,Gulbarga,3147.0,3522.8,29.72758241758242,Black,Spray,2783.0,56.0,Coconut,203317.0,Zaid
2004,Gulbarga,2578.0,3522.8,29.72758241758242,Black,Spray,1533.0,54.0,Coconut,2134.0,Zaid
2004,Gulbarga,1591.0,3729.8,29.72758241758242,Black,Spray,1647.0,58.0,Coconut,45186.0,Zaid
2004,Gulbarga,1298.0,3729.8,29.72758241758242,Black,Spray,975.0,58.0,Coconut,238542.0,Zaid
2004,Gulbarga,4.0,3729.8,29.72758241758242,Black,Spray,2.0,59.0,Coconut,1516.0,Zaid
2004,Gulbarga,1122.0,2746.2,29.72758241758242,Black,Spray,836.0,50.0,Coconut,57259.0,Zaid
2004,Gulbarga,917.0,2746.2,29.72758241758242,Loam,Spray,806.0,54.0,Coconut,234779.0,Zaid
2004,Gulbarga,819.0,2746.2,29.72758241758242,Loam,Spray,880.0,53.0,Coconut,1493.0,Zaid
2004,Gulbarga,619.0,3360.0,29.72758241758242,Loam,Spray,770.0,52.0,Coconut,64409.0,Zaid
2004,Gulbarga,391.0,3360.0,29.72758241758242,Loam,Spray,395.0,51.0,Coconut,249978.0,Zaid
2004,Gulbarga,211.0,3360.0,29.72758241758242,Loam,Spray,187.0,57.0,Coconut,637.0,Zaid
2004,Gulbarga,153.0,3605.4,29.72758241758242,Loam,Spray,187.0,57.0,Coconut,43311.0,Zaid
2004,Gulbarga,111.0,3605.4,29.72758241758242,Loam,Spray,121.0,60.0,Coconut,24848.0,Zaid
2004,Gulbarga,76.0,3605.4,29.72758241758242,Loam,Spray,103.0,57.0,Coconut,761.0,Zaid
2004,Gulbarga,53.0,3512.4,29.72758241758242,Loam,Spray,71.0,57.0,Coconut,45608.0,Zaid
2004,Gulbarga,2688.0,3512.4,29.72758241758242,Loam,Spray,3961.0,54.0,Coconut,234581.0,Zaid
2004,Gulbarga,2311.0,3512.4,29.72758241758242,Loam,Spray,4247.0,54.5,Coconut,646.0,Zaid
2004,Gulbarga,2188.0,3296.0,29.72758241758242,Loam,Spray,3290.0,56.6,Coconut,43562.0,Zaid
2004,Gulbarga,1998.0,3296.0,29.72758241758242,Loam,Spray,3138.0,55.5,Coconut,200000.0,Zaid
2004,Gulbarga,2006.0,3296.0,29.72758241758242,Loam,Spray,3423.0,58.5,Coconut,4847.0,Zaid
2004,Gulbarga,2034.0,3550.0,29.72758241758242,Loam,Spray,3899.0,59.5,Coconut,51239.0,Zaid
2004,Gulbarga,2035.0,3550.0,29.72758241758242,Loam,Spray,4015.0,55.0,Coconut,216396.0,Zaid
2004,Gulbarga,2074.0,3550.0,29.72758241758242,Loam,Spray,4279.0,53.0,Coconut,2644.0,Zaid
2004,Gulbarga,2127.0,3654.0,29.72758241758242,Loam,Spray,4167.0,53.5,Coconut,44235.0,Zaid
2004,Gulbarga,2090.0,3654.0,29.72758241758242,Loam,Spray,4479.0,52.5,Coconut,203317.0,Zaid
2004,Gulbarga,2059.0,3654.0,29.72758241758242,Loam,Spray,3699.0,56.0,Coconut,2134.0,Zaid
2004,Gulbarga,2050.0,233.0,29.72758241758242,Loam,Spray,4904.0,57.0,Coconut,45186.0,Zaid
2004,Gulbarga,1865.0,233.0,29.72758241758242,Loam,Spray,2821.0,57.5,Coconut,238542.0,Zaid
2004,Gulbarga,1841.0,233.0,29.72758241758242,Loam,Spray,3472.0,57.0,Coconut,1516.0,Zaid
2004,Gulbarga,1799.0,234.0,29.72758241758242,Loam,Spray,3647.0,55.0,Coconut,200000.0,Zaid
2004,Gulbarga,1468.0,234.0,29.72758241758242,Loam,Spray,393.0,56.0,Coconut,4847.0,Zaid
2004,Gulbarga,568.0,234.0,29.72758241758242,Red,Spray,167.0,54.0,Coconut,51239.0,Zaid
2004,Gulbarga,407.0,3105.0,29.72758241758242,Red,Spray,71.0,58.0,Coconut,216396.0,Zaid
2004,Gulbarga,177.0,3105.0,29.72758241758242,Red,Spray,52.0,58.0,Coconut,2644.0,Zaid
2004,Gulbarga,51.0,3105.0,29.72758241758242,Red,Spray,12.0,59.0,Coconut,44235.0,Zaid
2004,Gulbarga,173.0,236.0,29.72758241758242,Red,Spray,51.0,50.0,Coconut,203317.0,Zaid
2004,Gulbarga,201.0,236.0,29.72758241758242,Red,Spray,61.0,54.0,Coconut,2134.0,Zaid
2013,Gulbarga,206.0,321.0,31.20340659340659,Red,Drip,67.0,53.0,Cocoa,45186.0,Zaid
2014,Gulbarga,243.0,3654.0,31.83736263736264,Red,Drip,62.0,52.0,Cocoa,238542.0,Zaid
2015,Gulbarga,123.0,323.0,30.890659340659337,Red,Drip,32.0,51.0,Cocoa,1516.0,Zaid
2016,Gulbarga,82.0,324.0,32.23791208791209,Red,Drip,22.0,57.0,Cocoa,57259.0,Zaid
2017,Gulbarga,74.0,3105.0,31.953406593406594,Red,Drip,25.0,57.0,Cocoa,234779.0,Zaid
2018,Gulbarga,18.0,326.0,31.438791208791212,Red,Drip,4.0,60.0,Cocoa,1493.0,Zaid
2004,Gulbarga,37.0,327.0,29.72758241758242,Red,Drip,9.0,57.0,Coffee,64409.0,Zaid
2005,Gulbarga,35.0,328.0,31.18164835164835,Red,Drip,12.0,57.0,Coffee,249978.0,Zaid
2006,Gulbarga,5974.0,2903.1,30.777472527472533,Red,Drip,2089.0,54.0,Coffee,637.0,Zaid
2007,Gulbarga,6631.0,2903.1,31.700109890109886,Red,Drip,2810.0,54.5,Coffee,43311.0,Zaid
2008,Gulbarga,6705.0,2903.1,30.728241758241758,Red,Drip,841.0,56.6,Coffee,24848.0,Zaid
2009,Gulbarga,5876.0,2996.6,31.441428571428567,Red,Drip,3550.0,55.5,Coffee,761.0,Zaid
2010,Gulbarga,326.0,2996.6,32.511868131868134,Red,Drip,109.0,58.5,Coffee,45608.0,Zaid
2011,Gulbarga,6470.0,2996.6,31.111318681318682,Red,Drip,3368.0,59.5,Coffee,234581.0,Zaid
2012,Gulbarga,6709.0,3522.8,32.095494505494514,Red,Drip,3671.0,55.0,Coffee,646.0,Zaid
2013,Gulbarga,6186.0,3522.8,31.20340659340659,Red,Drip,2404.0,53.0,Coffee,43562.0,Zaid
2014,Gulbarga,6503.0,3522.8,31.83736263736264,Red,Drip,2805.0,53.5,Coffee,200000.0,Zaid
2015,Gulbarga,5220.0,3729.8,30.890659340659337,Red,Drip,2331.0,52.5,Coffee,4847.0,Zaid
2016,Gulbarga,4677.0,3729.8,32.23791208791209,Red,Drip,2088.0,56.0,Coffee,51239.0,Zaid
2017,Gulbarga,4803.0,3729.8,31.953406593406594,Black,Drip,2628.0,57.0,Coffee,216396.0,Zaid
2018,Gulbarga,3739.0,2746.2,31.438791208791212,Black,Drip,1939.0,57.5,Coffee,2644.0,Zaid
2004,Gulbarga,3529.0,2746.2,29.72758241758242,Black,Drip,1871.0,57.0,Cardamum,44235.0,Zaid
2005,Gulbarga,3649.0,2746.2,31.18164835164835,Black,Drip,1868.0,55.0,Cardamum,203317.0,Zaid
2006,Gulbarga,1374.0,3360.0,30.777472527472533,Black,Drip,127919.0,56.0,Cardamum,2134.0,Zaid
2007,Gulbarga,933.0,3360.0,31.700109890109886,Black,Drip,75340.0,54.0,Cardamum,45186.0,Zaid
2008,Gulbarga,345.0,3360.0,30.728241758241758,Black,Drip,29170.0,58.0,Cardamum,238542.0,Zaid
2009,Gulbarga,29.0,3605.4,31.441428571428567,Black,Drip,1901.0,58.0,Cardamum,1516.0,Zaid
2010,Gulbarga,11.0,3605.4,25.687908496732025,Black,Drip,972.0,59.0,Cardamum,57259.0,Kharif
2011,Gulbarga,10.0,3605.4,26.17437908496732,Black,Drip,874.0,50.0,Cardamum,234779.0,Kharif
2012,Gulbarga,7.0,3512.4,26.16686274509804,Black,Drip,592.0,54.0,Cardamum,1493.0,Kharif
2013,Gulbarga,10.0,3512.4,25.28830065359477,Black,Drip,864.0,53.0,Cardamum,64409.0,Kharif
2014,Gulbarga,56.0,3512.4,26.832875816993464,Black,Drip,5373.0,52.0,Cardamum,249978.0,Kharif
2015,Gulbarga,68.0,3296.0,27.43875816993464,Black,Drip,6589.0,51.0,Cardamum,637.0,Kharif
2016,Gulbarga,56.0,3296.0,25.34464052287582,Black,Drip,5107.0,57.0,Cardamum,43311.0,Kharif
2017,Gulbarga,66.0,32096.0,26.184117647058823,Black,Drip,5518.0,57.0,Cardamum,24848.0,Kharif
2018,Gulbarga,55.0,3550.0,27.710718954248364,Black,Drip,4912.0,60.0,Cardamum,761.0,Kharif
2004,Madikeri,42.0,3550.0,22.63647058823529,Black,Drip,3830.0,57.0,Pepper,45608.0,Kharif
2005,Madikeri,51179.0,3550.0,22.98986928104575,Black,Drip,4.0,57.0,Pepper,234581.0,Kharif
2006,Madikeri,468.0,3654.0,22.829346405228762,Black,Drip,9.0,54.0,Pepper,646.0,Kharif
2007,Madikeri,11841.0,3654.0,22.788692810457515,Black,Drip,12.0,54.5,Pepper,43562.0,Kharif
2008,Madikeri,50975.0,3654.0,22.81483660130719,Black,Drip,2089.0,56.6,Pepper,200000.0,Kharif
2009,Madikeri,206.0,233.0,22.783333333333335,Black,Drip,2810.0,55.5,Pepper,4847.0,Kharif
2010,Madikeri,10922.0,233.0,22.903660130718954,Black,Drip,841.0,58.5,Pepper,51239.0,Kharif
2011,Madikeri,51390.0,233.0,22.658954248366012,Black,Drip,3550.0,59.5,Pepper,216396.0,Kharif
2012,Madikeri,177.0,234.0,22.800718954248367,Alluvial,Basin,109.0,55.0,Pepper,2644.0,Kharif
2013,Madikeri,10723.0,234.0,22.543398692810456,Alluvial,Basin,3368.0,53.0,Pepper,44235.0,Kharif
2014,Madikeri,51709.0,234.0,23.06424836601307,Alluvial,Basin,3671.0,53.5,Pepper,203317.0,Kharif
2015,Madikeri,146.0,3105.0,23.295294117647057,Alluvial,Basin,2404.0,52.5,Pepper,2134.0,Kharif
2016,Madikeri,10910.0,3105.0,22.773790849673205,Alluvial,Basin,2805.0,56.0,Pepper,45186.0,Kharif
2017,Madikeri,51355.0,3105.0,23.207385620915034,Alluvial,Basin,2331.0,57.0,Pepper,238542.0,Kharif
2018,Madikeri,160.0,236.0,22.888169934640523,Alluvial,Basin,2088.0,57.5,Pepper,1516.0,Kharif
2004,Madikeri,10912.0,236.0,22.63647058823529,Alluvial,Basin,2628.0,57.0,Arecanut,200000.0,Kharif
2005,Madikeri,51353.0,2903.1,22.98986928104575,Alluvial,Basin,1939.0,55.0,Arecanut,4847.0,Kharif
2006,Madikeri,142.0,2903.1,22.829346405228762,Alluvial,Basin,1871.0,56.0,Arecanut,51239.0,Kharif
2007,Madikeri,10505.0,2903.1,22.788692810457515,Alluvial,Basin,1868.0,54.0,Arecanut,216396.0,Kharif
2008,Madikeri,51040.0,2996.6,22.81483660130719,Alluvial,Basin,127919.0,58.0,Arecanut,2644.0,Kharif
2009,Madikeri,154.0,2996.6,22.783333333333335,Alluvial,Basin,75340.0,58.0,Arecanut,44235.0,Kharif
2010,Madikeri,10318.0,2996.6,22.903660130718954,Alluvial,Basin,29170.0,59.0,Arecanut,203317.0,Kharif
2011,Madikeri,48083.0,3522.8,22.658954248366012,Alluvial,Basin,1901.0,50.0,Arecanut,2134.0,Kharif
2012,Madikeri,143.0,3522.8,22.800718954248367,Alluvial,Basin,972.0,54.0,Arecanut,45186.0,Kharif
2013,Madikeri,9283.0,3522.8,22.543398692810456,Alluvial,Basin,874.0,53.0,Arecanut,238542.0,Kharif
2014,Madikeri,47200.0,2903.1,23.06424836601307,Alluvial,Basin,592.0,52.0,Arecanut,1516.0,Kharif
2015,Madikeri,158.0,2903.1,23.295294117647057,Alluvial,Basin,864.0,51.0,Arecanut,57259.0,Kharif
2016,Madikeri,8982.0,2903.1,22.773790849673205,Alluvial,Basin,5373.0,57.0,Arecanut,234779.0,Kharif
2017,Hassan,46990.0,2996.6,22.758104575163397,Alluvial,Basin,6589.0,57.0,Arecanut,1493.0,Kharif
2018,Hassan,103.0,2996.6,22.665163398692812,Alluvial,Basin,5107.0,60.0,Arecanut,64409.0,Kharif
2004,Hassan,8239.0,2996.6,21.81673202614379,Alluvial,Basin,5518.0,57.0,Ginger,249978.0,Kharif
2005,Hassan,44563.0,3522.8,22.180261437908495,Alluvial,Basin,4912.0,57.0,Ginger,637.0,Kharif
2006,Hassan,96.0,3522.8,22.09254901960784,Alluvial,Basin,3830.0,54.0,Ginger,43311.0,Kharif
2007,Hassan,6949.0,3522.8,21.934901960784313,Sandy loam ,Basin,4.0,54.5,Ginger,24848.0,Kharif
2008,Hassan,44663.0,3729.8,22.016013071895426,Sandy loam ,Basin,9.0,56.6,Ginger,761.0,Kharif
2009,Hassan,110.0,3729.8,21.85843137254902,Sandy loam ,Basin,12.0,55.5,Ginger,45608.0,Kharif
2010,Hassan,6824.0,3729.8,22.044509803921567,Sandy loam ,Basin,2089.0,58.5,Ginger,234581.0,Kharif
2011,Hassan,43013.0,2746.2,21.828823529411768,Sandy loam ,Basin,2810.0,59.5,Ginger,646.0,Kharif
2012,Hassan,95.0,2746.2,22.800718954248367,Sandy loam ,Basin,841.0,55.0,Ginger,43562.0,Kharif
2013,Hassan,6441.0,2746.2,21.5759477124183,Sandy loam ,Basin,3550.0,53.0,Ginger,200000.0,Kharif
2014,Hassan,4012.0,3360.0,22.12222222222222,Sandy loam ,Basin,109.0,53.5,Ginger,4847.0,Kharif
2015,Hassan,4877.0,3360.0,22.916797385620914,Sandy loam ,Basin,3368.0,52.5,Ginger,51239.0,Kharif
2016,Hassan,4930.0,3360.0,22.812091503267975,Sandy loam ,Basin,3671.0,56.0,Ginger,216396.0,Kharif
2017,Hassan,4954.0,3605.4,22.758104575163397,Sandy loam ,Basin,2404.0,57.0,Ginger,2644.0,Kharif
2018,Hassan,5019.0,3605.4,22.665163398692812,Sandy loam ,Basin,2805.0,57.5,Ginger,44235.0,Kharif
2004,Hassan,5127.0,3605.4,21.81673202614379,Sandy loam ,Basin,2331.0,57.0,Tea,203317.0,Kharif
2005,Hassan,5174.0,3512.4,22.180261437908495,Sandy loam ,Basin,2088.0,55.0,Tea,2134.0,Kharif
2006,Hassan,5294.0,3512.4,22.09254901960784,Sandy loam ,Basin,2628.0,56.0,Tea,45186.0,Kharif
2007,Hassan,5474.0,3512.4,21.934901960784313,Sandy loam ,Basin,1939.0,54.0,Tea,238542.0,Kharif
2008,Hassan,5864.0,3296.0,22.016013071895426,Sandy loam ,Basin,1871.0,58.0,Tea,1516.0,Kharif
2009,Hassan,7028.0,3296.0,21.85843137254902,Sandy loam ,Basin,1868.0,58.0,Tea,57259.0,Kharif
2010,Hassan,7403.0,3296.0,22.044509803921567,Sandy loam ,Spray,127919.0,59.0,Tea,234779.0,Kharif
2011,Hassan,7501.0,3550.0,21.828823529411768,Sandy loam ,Spray,75340.0,50.0,Tea,1493.0,Kharif
2012,Hassan,7714.0,3550.0,22.800718954248367,Sandy loam ,Spray,29170.0,54.0,Tea,64409.0,Kharif
2013,Hassan,7856.0,3550.0,21.5759477124183,Sandy loam ,Spray,1901.0,53.0,Tea,249978.0,Kharif
2014,Hassan,32.0,3654.0,22.12222222222222,Sandy loam ,Spray,972.0,52.0,Tea,637.0,Kharif
2015,Hassan,1.0,3654.0,22.916797385620914,Sandy loam ,Spray,874.0,51.0,Tea,43311.0,Kharif
2016,Hassan,30.0,3654.0,22.812091503267975,Sandy loam ,Spray,592.0,57.0,Tea,24848.0,Kharif
2017,Hassan,6.0,233.0,22.758104575163397,Red laterite,Spray,864.0,57.0,Tea,761.0,Kharif
2018,Hassan,15.0,233.0,22.665163398692812,Red laterite,Spray,5373.0,60.0,Tea,45608.0,Kharif
2004,Hassan,4.0,233.0,21.81673202614379,Red laterite,Spray,6589.0,57.0,Paddy,234581.0,Kharif
2005,Hassan,39.0,234.0,22.180261437908495,Red laterite,Spray,5107.0,57.0,Paddy,646.0,Kharif
2006,Hassan,6.0,234.0,22.09254901960784,Red laterite,Spray,5518.0,54.0,Paddy,43562.0,Kharif
2007,Hassan,12.0,234.0,21.934901960784313,Red laterite,Spray,4912.0,54.5,Paddy,200000.0,Kharif
2008,Hassan,3.0,3105.0,22.016013071895426,Red laterite,Spray,3830.0,56.6,Paddy,4847.0,Kharif
2009,Hassan,17.0,3105.0,21.85843137254902,Red laterite,Spray,313547.0,55.5,Paddy,51239.0,Kharif
2010,Hassan,3.0,3105.0,22.044509803921567,Red laterite,Spray,2783.0,58.5,Paddy,216396.0,Kharif
2011,Hassan,9.0,236.0,21.828823529411768,Red laterite,Spray,1533.0,59.5,Paddy,2644.0,Kharif
